-43.68, 48.0, 58.14406913244008
-43.46255494366029, 47.024954468112355, 68.12699378147019
-43.31870014938489, 46.03539598039525, 83.75723608979037
-43.18763187161461, 45.044022935479845, 81.70015822062295
-43.0491205643528, 44.05367063071094, 75.98653650723695
-42.890508444112456, 43.066358541219, 71.05044555797366
-42.70214774109728, 42.08431808853781, 66.07181029651382
-42.471872556143886, 41.111303672094905, 60.41022446093555
-42.18716544993543, 40.15289522747544, 53.70947574824121
-41.828821666695355, 39.21968278155239, 46.30586397340126
-41.372762384434346, 38.330556965359186, 38.69701077272949
-40.788358949438695, 37.52092110427361, 33.00528742297735
-40.04751642908229, 36.85315835939281, 34.24305496591344
-39.159158450536665, 36.39937360992289, 43.70912861957299
-38.20088162824527, 36.116275921314255, 54.96503393891624
-37.217734683225075, 35.93529682877799, 62.91900789065833
-36.224217219978584, 35.822981577040245, 68.87364982867733
-35.22635750892529, 35.75894780804832, 73.04216103381212
-34.226812889428174, 35.730450888656826, 76.1791876154903
-33.22683998634342, 35.7299973712834, 78.81416679534762
-32.22708477442493, 35.75121685042805, 80.81201906015453
-31.22783487163265, 35.78965171144474, 82.65614061954427
-30.229213931257316, 35.842009839500754, 84.36992628103881
-29.23118886431987, 35.90476408359026, 86.16881648024747
-28.23368660325063, 35.97537680266232, 88.558435770848
-27.23649675259038, 36.0502879951482, 87.79977704025632
-26.239318256781292, 36.125350351041355, 81.27511788223296
-25.241664336377156, 36.19371301430683, 69.13856206562359
-24.242773935541603, 36.23940566299026, 62.59648282306148
-23.759999999999998, 36.239999999999995, 62.59648282306148
