-46.362, 0.099, 86.645
-44.366, 0.152, 86.524
-42.385, -0.104, 90
-40.49, -0.732, 90
-38.715, -1.646, 90
-37.1, -2.824, 90
-35.644, -4.192, 90
-34.354, -5.718, 90
-33.202, -7.352, 90
-32.2, -9.082, 90
-31.32, -10.878, 90
-30.554, -12.724, 90
-29.898, -14.613, 90
-29.355, -16.538, 90
-28.91, -18.487, 90
-28.56, -20.456, 90
-28.304, -22.439, 90
-28.146, -24.433, 90
-28.094, -26.432, 90
-28.142, -28.431, 90
-28.292, -30.424, 90
-28.549, -32.407, 90
-28.919, -34.373, 90
-29.427, -36.306, 90
-30.065, -38.201, 90
-30.84, -40.043, 90
-31.766, -41.816, 90
-32.868, -43.483, 90
-34.128, -45.034, 90
-35.548, -46.44, 90
-37.132, -47.659, 90
-39.132, -47.659, 90
-41.132, -47.659, 90
-43.132, -47.659, 90
-45.132, -47.659, 90
-47.132, -47.659, 90
-49.132, -47.659, 90
-51.132, -47.659, 90
-53.132, -47.659, 90
-55.132, -47.659, 90
-57.132, -47.659, 90
-59.132, -47.659, 90
-60.624, -47.659, 90
-58.624, -47.659, 90
-56.624, -47.659, 90
-54.624, -47.659, 90
-52.624, -47.659, 90
-50.624, -47.659, 90
-48.624, -47.659, 90
-46.624, -47.659, 90
-44.624, -47.659, 90
-42.624, -47.659, 90
-40.624, -47.659, 90
-38.624, -47.659, 90
-37.084, -48.161, 90
-36.808, -50.136, 90
-36.194, -52.034, 90
-35.256, -53.794, 90
-34.036, -55.375, 90
-32.583, -56.747, 90
-30.969, -57.925, 90
-29.246, -58.94, 90
-27.447, -59.811, 90
-25.594, -60.562, 90
-23.701, -61.209, 90
-21.778, -61.756, 90
-19.834, -62.227, 90
-17.876, -62.632, 90
-15.907, -62.981, 90
-13.93, -63.281, 90
-11.945, -63.528, 90
-9.955, -63.729, 90
-7.962, -63.895, 90
-5.967, -64.03, 90
-3.969, -64.128, 90
-1.97, -64.193, 90
0.029, -64.235, 90
2.029, -64.255, 90
4.029, -64.24, 90
6.029, -64.207, 90
8.028, -64.155, 90
10.026, -64.08, 90
12.024, -63.982, 90
14.021, -63.868, 90
16.016, -63.737, 90
18.011, -63.586, 90
20.003, -63.415, 90
21.995, -63.227, 90
23.984, -63.023, 90
25.972, -62.802, 90
27.957, -62.561, 90
29.94, -62.301, 90
31.92, -62.02, 90
33.897, -61.713, 90
35.868, -61.378, 90
37.833, -61.006, 90
39.783, -60.563, 90
40.145, -58.84, 90
40.145, -56.84, 90
40.145, -54.84, 90
40.145, -52.84, 90
40.145, -50.84, 90
40.145, -48.84, 90
39.438, -47.548, 90
37.438, -47.548, 90
35.438, -47.548, 90
33.438, -47.548, 90
31.438, -47.548, 90
29.438, -47.548, 90
27.706, -47.528, 90
29.705, -47.499, 90
31.705, -47.48, 90
33.705, -47.464, 90
35.705, -47.449, 90
37.705, -47.435, 90
39.705, -47.423, 90
41.705, -47.411, 90
43.705, -47.401, 90
45.705, -47.391, 90
47.705, -47.383, 90
49.705, -47.376, 90
51.705, -47.37, 90
53.705, -47.365, 90
55.705, -47.363, 90
57.705, -47.362, 90
59.705, -47.365, 90
61.705, -47.372, 90
60.247, -47.373, 90
58.247, -47.373, 90
56.247, -47.373, 90
54.247, -47.373, 90
52.247, -47.373, 90
50.251, -47.288, 90
48.551, -46.375, 90
48.56, -44.433, 90
49.385, -42.616, 90
50.421, -40.905, 90
51.541, -39.248, 90
52.697, -37.616, 90
53.862, -35.991, 90
55.022, -34.361, 90
56.161, -32.717, 90
57.268, -31.052, 90
58.329, -29.356, 90
59.323, -27.621, 90
60.229, -25.839, 90
61.016, -24.001, 90
61.638, -22.101, 90
62.031, -20.142, 90
62.105, -18.147, 90
62.105, -16.147, 90
62.105, -14.147, 90
62.105, -12.147, 90
62.105, -10.147, 90
62.105, -8.147, 90
62.105, -6.147, 90
62.105, -4.147, 90
62.105, -2.147, 90
62.105, -0.147, 90
62.105, 1.853, 90
62.105, 3.853, 90
62.105, 5.853, 90
62.105, 7.853, 90
62.105, 9.853, 90
62.105, 11.853, 90
62.105, 13.853, 90
62.105, 15.853, 90
62.105, 17.853, 90
62.105, 19.853, 90
61.531, 21.675, 90
60.487, 23.381, 90
59.546, 25.145, 90
58.69, 26.953, 90
57.898, 28.789, 90
57.15, 30.644, 90
56.424, 32.507, 90
55.696, 34.37, 90
54.943, 36.223, 90
54.133, 38.052, 90
53.23, 39.836, 90
52.195, 41.546, 90
50.984, 43.135, 90
49.556, 44.532, 90
47.904, 45.653, 90
46.07, 46.442, 90
44.121, 46.88, 90
42.128, 47.022, 90
40.128, 47.023, 90
38.128, 47.023, 90
36.128, 47.023, 90
34.128, 47.023, 90
32.128, 47.023, 90
30.128, 47.023, 90
29.686, 47.02, 90
31.686, 47.012, 90
33.686, 47.004, 90
35.686, 46.997, 90
37.686, 46.989, 90
39.686, 46.981, 90
41.686, 46.973, 90
43.686, 46.965, 90
45.686, 46.958, 90
47.686, 46.95, 90
49.686, 46.942, 90
51.686, 46.934, 90
53.686, 46.927, 90
55.686, 46.919, 90
57.686, 46.911, 90
59.686, 46.903, 90
61.686, 46.895, 90
60.524, 46.913, 90
58.524, 46.938, 90
56.525, 46.963, 90
54.525, 46.987, 90
52.525, 47.012, 90
50.709, 47.637, 90
48.988, 48.654, 90
47.203, 49.556, 90
45.373, 50.361, 90
43.511, 51.088, 90
41.624, 51.75, 90
39.718, 52.356, 90
37.798, 52.915, 90
35.866, 53.434, 90
33.923, 53.906, 90
31.972, 54.346, 90
30.015, 54.76, 90
28.053, 55.149, 90
26.086, 55.506, 90
24.114, 55.842, 90
22.14, 56.16, 90
20.162, 56.459, 90
